date,home_team,away_team,home_score,away_score,tournament,neutral
2020-11-23,Tunisia,Ukraine,3,1,Friendly,0
2020-11-24,Poland,New Zealand,4,0,Friendly,0
2020-11-25,Nigeria,Brazil,1,1,Friendly,0
2020-11-25,Saudi Arabia,Ghana,2,1,Qualifier,0
2020-11-26,Nigeria,Turkey,3,1,Friendly,0
2020-11-27,Spain,Qatar,2,0,Qualifier,0
2020-11-28,Morocco,England,1,1,Qualifier,1
2020-11-28,England,Serbia,2,0,Qualifier,0
2020-11-29,Italy,Argentina,2,0,Qualifier,0
2020-11-30,Costa Rica,Turkey,0,3,Qualifier,0
2020-12-01,Costa Rica,Morocco,2,1,Friendly,1
2020-12-01,Canada,Croatia,2,1,Qualifier,0
2020-12-02,Senegal,Paraguay,2,0,Qualifier,0
2020-12-03,Croatia,Iran,3,0,Friendly,0
2020-12-03,New Zealand,Canada,1,1,Friendly,0
2020-12-04,Algeria,Argentina,0,1,Qualifier,0
2020-12-05,Poland,Netherlands,2,3,Friendly,0
2020-12-06,Uzbekistan,Austria,1,1,Qualifier,0
2020-12-06,France,South Korea,2,0,Friendly,0
2020-12-07,New Zealand,Jamaica,1,1,Qualifier,1
2020-12-08,Cameroon,Australia,0,0,Friendly,1
2020-12-09,South Korea,Costa Rica,2,1,Qualifier,0
2020-12-09,Brazil,Tunisia,6,0,Friendly,0
2020-12-10,Canada,Brazil,1,4,Qualifier,0
2020-12-11,Netherlands,Iraq,8,0,Friendly,0
2020-12-12,Colombia,Poland,0,0,Friendly,0
2020-12-12,Bolivia,Denmark,2,1,Qualifier,0
2020-12-13,Portugal,Mexico,0,1,Qualifier,0
2020-12-14,Bolivia,Netherlands,0,2,Qualifier,0
2020-12-14,Paraguay,South Korea,3,1,Qualifier,0
2020-12-15,Jamaica,Turkey,1,0,Friendly,0
2020-12-16,Ghana,Morocco,0,1,Qualifier,0
2020-12-17,Algeria,Turkey,0,2,Qualifier,0
2020-12-17,Bolivia,Argentina,1,5,Friendly,1
2020-12-18,New Zealand,Iran,2,2,Friendly,0
2020-12-19,Ivory Coast,Australia,2,0,Qualifier,0
2020-12-20,Portugal,Serbia,1,0,Friendly,0
2020-12-20,Mexico,Bolivia,2,0,Qualifier,0
2020-12-21,Ivory Coast,Mexico,0,1,Qualifier,1
2020-12-22,Cameroon,Egypt,0,1,Qualifier,0
2020-12-22,Croatia,Canada,3,0,Qualifier,1
2020-12-23,Costa Rica,United States,2,0,Friendly,0
2020-12-24,Portugal,Ecuador,4,0,Qualifier,0
2020-12-25,Ukraine,United States,3,1,Qualifier,0
2020-12-25,Serbia,England,2,2,Qualifier,0
2020-12-26,Portugal,Bolivia,5,0,Qualifier,0
2020-12-27,Croatia,France,2,3,Qualifier,0
2020-12-28,Australia,Colombia,0,2,Friendly,0
2020-12-28,Poland,Ivory Coast,1,0,Qualifier,0
2020-12-29,DR Congo,Croatia,1,3,Qualifier,0
2020-12-30,Ghana,Poland,2,0,Qualifier,0
2020-12-31,Senegal,Cameroon,1,1,Qualifier,0
2020-12-31,France,Qatar,4,1,Friendly,1
2021-01-01,Ecuador,Uzbekistan,2,0,Qualifier,1
2021-01-02,Italy,Belgium,3,2,Qualifier,1
2021-01-02,Algeria,Panama,3,1,Friendly,1
2021-01-03,Colombia,Spain,0,2,Friendly,1
2021-01-04,New Zealand,Belgium,1,2,Qualifier,0
2021-01-05,Switzerland,Paraguay,5,1,Qualifier,0
2021-01-05,Uruguay,Colombia,1,0,Friendly,0
2021-01-06,United States,DR Congo,2,0,Qualifier,0
2021-01-07,Poland,Colombia,0,0,Friendly,0
2021-01-08,Belgium,Denmark,0,2,Qualifier,0
2021-01-08,Netherlands,Panama,8,0,Qualifier,0
2021-01-09,Japan,Austria,2,0,Qualifier,1
2021-01-10,Italy,Costa Rica,3,0,Friendly,0
2021-01-10,Panama,New Zealand,3,0,Qualifier,0
2021-01-11,Uruguay,Italy,1,0,Qualifier,1
2021-01-12,Australia,Canada,0,2,Qualifier,0
2021-01-13,United States,Mexico,2,1,Qualifier,1
2021-01-13,Switzerland,Jamaica,0,0,Qualifier,0
2021-01-14,England,France,3,0,Qualifier,0
2021-01-15,Costa Rica,Poland,2,2,Friendly,0
2021-01-16,Canada,Brazil,1,1,Friendly,1
2021-01-16,Qatar,Senegal,3,1,Friendly,0
2021-01-17,England,Italy,1,1,Qualifier,0
2021-01-18,Croatia,Iraq,3,0,Qualifier,0
2021-01-18,United States,England,2,2,Friendly,1
2021-01-19,Morocco,Iran,3,0,Qualifier,0
2021-01-20,Netherlands,Ukraine,1,1,Friendly,0
2021-01-21,Serbia,Poland,3,2,Qualifier,0
2021-01-21,Colombia,Nigeria,2,1,Friendly,0
2021-01-22,France,Iran,4,0,Friendly,0
2021-01-23,United States,Ghana,2,1,Friendly,0
2021-01-24,Switzerland,Qatar,2,1,Qualifier,0
2021-01-24,United States,Senegal,1,0,Qualifier,1
2021-01-25,Costa Rica,Australia,0,0,Qualifier,0
2021-01-26,Panama,Uruguay,2,1,Qualifier,0
2021-01-27,Bolivia,Ukraine,1,3,Qualifier,0
2021-01-27,Ecuador,Iran,0,0,Qualifier,0
2021-01-28,Japan,Uruguay,0,3,Qualifier,0
2021-01-29,Germany,Tunisia,3,0,Friendly,0
2021-01-29,Bolivia,Netherlands,1,0,Qualifier,0
2021-01-30,New Zealand,Croatia,0,0,Qualifier,0
2021-01-31,New Zealand,Ghana,2,1,Qualifier,0
2021-02-01,Poland,Germany,1,2,Friendly,0
2021-02-01,Uruguay,Paraguay,5,0,Qualifier,0
2021-02-02,Qatar,Morocco,0,1,Qualifier,0
2021-02-03,Senegal,Uzbekistan,4,0,Friendly,0
2021-02-04,Bolivia,Italy,0,0,Friendly,1
2021-02-04,Qatar,Austria,0,3,Qualifier,0
2021-02-05,Bolivia,United States,3,2,Friendly,0
2021-02-06,Switzerland,Belgium,1,0,Friendly,0
2021-02-06,Colombia,Japan,4,0,Qualifier,0
2021-02-07,Italy,Canada,2,1,Friendly,0
2021-02-08,France,United States,4,1,Qualifier,0
2021-02-09,Portugal,Tunisia,6,0,Friendly,1
2021-02-09,Ghana,Mexico,0,0,Qualifier,0
2021-02-10,Croatia,Brazil,2,1,Qualifier,1
2021-02-11,Uzbekistan,England,0,5,Qualifier,0
2021-02-12,Belgium,Argentina,0,1,Friendly,0
2021-02-12,Portugal,Japan,3,1,Qualifier,0
2021-02-13,Mexico,Senegal,1,0,Qualifier,0
2021-02-14,Spain,Senegal,2,2,Qualifier,0
2021-02-14,Iraq,Colombia,0,2,Friendly,0
2021-02-15,Japan,Uruguay,1,0,Friendly,0
2021-02-16,Algeria,Croatia,1,2,Friendly,0
2021-02-17,Argentina,Qatar,6,0,Friendly,1
2021-02-17,Austria,Ivory Coast,2,0,Friendly,0
2021-02-18,South Korea,Uzbekistan,0,0,Qualifier,1
2021-02-19,Japan,Canada,1,0,Friendly,0
2021-02-20,France,Canada,4,0,Qualifier,0
2021-02-20,Australia,Brazil,1,2,Qualifier,0
2021-02-21,Uzbekistan,Senegal,0,3,Qualifier,0
2021-02-22,Saudi Arabia,Canada,0,1,Friendly,1
2021-02-23,Uzbekistan,Austria,0,1,Qualifier,1
2021-02-23,Serbia,New Zealand,2,1,Qualifier,1
2021-02-24,Bolivia,Argentina,0,3,Friendly,1
2021-02-25,Nigeria,Netherlands,1,2,Qualifier,0
2021-02-25,Denmark,Nigeria,4,0,Friendly,0
2021-02-26,Poland,Morocco,6,2,Friendly,0
2021-02-27,Ecuador,Ghana,6,0,Qualifier,1
2021-02-28,Jamaica,Denmark,0,2,Qualifier,1
2021-02-28,France,Poland,2,0,Friendly,0
2021-03-01,Serbia,Morocco,3,0,Qualifier,0
2021-03-02,Paraguay,South Korea,1,1,Qualifier,0
2021-03-03,Denmark,Paraguay,1,0,Friendly,1
2021-03-03,Saudi Arabia,Iran,3,4,Friendly,1
2021-03-04,Paraguay,DR Congo,0,0,Friendly,0
2021-03-05,Colombia,Uzbekistan,2,1,Friendly,0
2021-03-05,Algeria,Brazil,3,3,Qualifier,0
2021-03-06,Spain,Algeria,6,1,Friendly,0
2021-03-07,Spain,Senegal,2,0,Qualifier,0
2021-03-08,Nigeria,Belgium,1,1,Friendly,0
2021-03-08,Poland,Portugal,1,1,Qualifier,0
2021-03-09,Austria,Australia,4,0,Qualifier,0
2021-03-10,Denmark,Canada,4,1,Friendly,0
2021-03-11,Poland,Serbia,1,1,Qualifier,0
2021-03-11,Belgium,England,0,1,Qualifier,0
2021-03-12,Brazil,Croatia,2,1,Qualifier,1
2021-03-13,Italy,Canada,3,0,Qualifier,1
2021-03-14,Japan,Austria,1,0,Qualifier,0
2021-03-14,England,Senegal,4,0,Friendly,0
2021-03-15,South Korea,Jamaica,3,2,Qualifier,0
2021-03-16,Poland,Argentina,0,0,Qualifier,0
2021-03-16,Morocco,Poland,1,1,Qualifier,0
2021-03-17,Costa Rica,Turkey,1,2,Qualifier,0
2021-03-18,Netherlands,Panama,5,0,Qualifier,1
2021-03-19,Colombia,Belgium,2,0,Qualifier,0
2021-03-19,Paraguay,France,1,1,Qualifier,1
2021-03-20,Croatia,Ivory Coast,1,1,Friendly,0
2021-03-21,Croatia,Saudi Arabia,3,0,Qualifier,0
2021-03-22,Ghana,Ukraine,0,0,Qualifier,0
2021-03-22,Turkey,Nigeria,1,1,Friendly,1
2021-03-23,Cameroon,Brazil,1,4,Friendly,0
2021-03-24,Egypt,Qatar,5,0,Qualifier,0
2021-03-24,Saudi Arabia,Senegal,1,2,Qualifier,0
2021-03-25,Germany,England,1,1,Qualifier,0
2021-03-26,Jamaica,Colombia,1,3,Friendly,0
2021-03-27,Paraguay,France,1,2,Qualifier,0
2021-03-27,Panama,Algeria,2,2,Qualifier,0
2021-03-28,France,England,1,0,Qualifier,0
2021-03-29,Paraguay,Ukraine,0,3,Qualifier,0
2021-03-30,Croatia,Uzbekistan,4,1,Qualifier,0
2021-03-30,Ukraine,United States,1,0,Qualifier,0
2021-03-31,Senegal,Brazil,2,0,Qualifier,0
2021-04-01,Nigeria,Algeria,1,0,Friendly,1
2021-04-01,Spain,Italy,1,1,Friendly,0
2021-04-02,Australia,Algeria,1,0,Friendly,0
2021-04-03,Serbia,Croatia,0,0,Qualifier,0
2021-04-04,Panama,Argentina,0,2,Qualifier,0
2021-04-04,Canada,Croatia,2,1,Qualifier,0
2021-04-05,Switzerland,Denmark,0,1,Qualifier,0
2021-04-06,Iran,Netherlands,1,0,Qualifier,0
2021-04-07,Poland,Uzbekistan,5,2,Qualifier,0
2021-04-07,Australia,Cameroon,3,1,Qualifier,0
2021-04-08,Ghana,Canada,1,2,Qualifier,0
2021-04-09,Switzerland,Mexico,2,1,Friendly,0
2021-04-10,Jamaica,Poland,2,3,Friendly,0
2021-04-10,Ukraine,Saudi Arabia,4,0,Qualifier,1
2021-04-11,Qatar,Uruguay,1,2,Friendly,0
2021-04-12,Germany,Morocco,2,1,Friendly,1
2021-04-12,Bolivia,Jamaica,2,2,Qualifier,0
2021-04-13,Mexico,Ivory Coast,4,1,Qualifier,0
2021-04-14,Japan,Egypt,1,0,Friendly,0
2021-04-15,Iran,Ghana,4,0,Qualifier,0
2021-04-15,Cameroon,France,1,3,Qualifier,0
2021-04-16,Jamaica,Ukraine,0,2,Qualifier,0
2021-04-17,Netherlands,Brazil,2,0,Friendly,0
2021-04-18,Brazil,Japan,5,0,Friendly,0
2021-04-18,Italy,Croatia,2,1,Qualifier,0
2021-04-19,Costa Rica,New Zealand,1,3,Friendly,0
2021-04-20,Canada,Mexico,2,1,Qualifier,1
2021-04-20,Bolivia,Australia,1,1,Qualifier,0
2021-04-21,England,Germany,0,2,Qualifier,0
2021-04-22,France,Iraq,7,0,Qualifier,0
2021-04-23,Ivory Coast,England,1,2,Qualifier,0
2021-04-23,New Zealand,Tunisia,1,0,Qualifier,0
2021-04-24,Cameroon,Argentina,1,6,Friendly,0
2021-04-25,Croatia,Saudi Arabia,5,1,Qualifier,0
2021-04-26,Belgium,Saudi Arabia,0,0,Friendly,0
2021-04-26,Ukraine,Croatia,3,3,Friendly,0
2021-04-27,Qatar,Japan,0,1,Qualifier,0
2021-04-28,Uzbekistan,Uruguay,0,1,Qualifier,0
2021-04-28,Austria,Uzbekistan,2,4,Qualifier,0
2021-04-29,Panama,Ghana,2,0,Friendly,0
2021-04-30,Qatar,Tunisia,1,1,Friendly,0
2021-05-01,Saudi Arabia,Ivory Coast,2,0,Qualifier,0
2021-05-01,Cameroon,Morocco,1,2,Qualifier,0
2021-05-02,Canada,South Korea,3,0,Friendly,0
2021-05-03,DR Congo,United States,2,1,Friendly,1
2021-05-04,Switzerland,England,1,1,Friendly,0
2021-05-04,Uruguay,Croatia,2,3,Qualifier,0
2021-05-05,Ecuador,Algeria,1,0,Friendly,0
2021-05-06,Colombia,Panama,0,0,Qualifier,1
2021-05-07,United States,Poland,2,1,Friendly,0
2021-05-07,Costa Rica,Mexico,0,1,Qualifier,0
2021-05-08,Serbia,Croatia,0,1,Qualifier,0
2021-05-09,Mexico,Tunisia,1,0,Qualifier,1
2021-05-09,Nigeria,Japan,1,1,Qualifier,0
2021-05-10,Japan,Ukraine,3,3,Qualifier,0
2021-05-11,Uzbekistan,Bolivia,2,2,Qualifier,0
2021-05-12,Austria,Turkey,2,2,Qualifier,0
2021-05-12,Jamaica,Ivory Coast,3,2,Friendly,0
2021-05-13,Iran,Jamaica,4,1,Qualifier,0
2021-05-14,Cameroon,Japan,0,2,Friendly,0
2021-05-15,Paraguay,Australia,1,0,Qualifier,0
2021-05-15,Costa Rica,Paraguay,1,2,Qualifier,0
2021-05-16,Australia,Panama,4,2,Friendly,0
2021-05-17,Jamaica,Mexico,0,1,Qualifier,0
2021-05-17,Netherlands,South Korea,0,0,Friendly,0
2021-05-18,Iraq,Denmark,1,2,Qualifier,0
2021-05-19,Colombia,Uruguay,1,2,Qualifier,1
2021-05-20,England,Argentina,1,1,Qualifier,0
2021-05-20,Turkey,Portugal,1,1,Friendly,0
2021-05-21,Ghana,Iraq,3,1,Friendly,0
2021-05-22,France,Qatar,11,0,Qualifier,0
2021-05-23,Germany,New Zealand,4,0,Friendly,0
2021-05-23,United States,Ivory Coast,4,0,Friendly,0
2021-05-24,United States,Iraq,4,1,Friendly,1
2021-05-25,Algeria,Senegal,3,2,Qualifier,0
2021-05-26,Uzbekistan,Iran,0,1,Friendly,1
2021-05-26,Saudi Arabia,Algeria,1,1,Friendly,0
2021-05-27,Belgium,Ecuador,3,0,Qualifier,0
2021-05-28,New Zealand,Ecuador,0,0,Qualifier,0
2021-05-28,South Korea,England,2,2,Qualifier,1
2021-05-29,Argentina,France,1,2,Qualifier,0
2021-05-30,Germany,Qatar,5,0,Friendly,0
2021-05-31,Saudi Arabia,Italy,1,2,Friendly,0
2021-05-31,Canada,Tunisia,1,1,Qualifier,0
2021-06-01,Colombia,Nigeria,2,0,Qualifier,1
2021-06-02,Egypt,Turkey,3,1,Qualifier,0
2021-06-03,Italy,Australia,2,1,Qualifier,0
2021-06-03,Denmark,United States,3,1,Friendly,0
2021-06-04,Saudi Arabia,Ukraine,1,2,Qualifier,1
2021-06-05,Ivory Coast,Algeria,1,1,Friendly,0
2021-06-05,South Korea,Brazil,2,3,Qualifier,0
2021-06-06,Canada,Denmark,1,1,Qualifier,0
2021-06-07,Colombia,Ukraine,2,0,Friendly,0
2021-06-08,Austria,Serbia,0,0,Qualifier,0
2021-06-08,Panama,France,1,4,Qualifier,0
2021-06-09,Germany,Colombia,1,4,Qualifier,0
2021-06-10,Switzerland,DR Congo,2,1,Qualifier,0
2021-06-11,Japan,Nigeria,0,4,Qualifier,0
2021-06-11,Tunisia,Italy,1,0,Qualifier,0
2021-06-12,Poland,New Zealand,6,0,Friendly,0
2021-06-13,New Zealand,Switzerland,2,7,Qualifier,0
2021-06-13,Spain,Mexico,0,0,Friendly,0
2021-06-14,Netherlands,Ghana,2,1,Friendly,0
2021-06-15,Nigeria,Qatar,4,0,Qualifier,0
2021-06-16,Jamaica,Uzbekistan,1,1,Qualifier,1
2021-06-16,Morocco,Netherlands,2,2,Qualifier,0
2021-06-17,Turkey,Poland,5,1,Friendly,0
2021-06-18,Panama,Ivory Coast,5,3,Friendly,0
2021-06-19,Uzbekistan,Algeria,1,2,Friendly,0
2021-06-19,Canada,Iran,2,2,Qualifier,0
2021-06-20,DR Congo,Uzbekistan,2,2,Friendly,0
2021-06-21,Senegal,Iran,2,1,Qualifier,0
2021-06-22,Algeria,New Zealand,2,1,Friendly,0
2021-06-22,Serbia,Uzbekistan,3,0,Friendly,0
2021-06-23,Ukraine,Argentina,1,1,Friendly,0
2021-06-24,Poland,Bolivia,1,1,Qualifier,0
2021-06-24,Qatar,Poland,2,1,Qualifier,0
2021-06-25,South Korea,Croatia,0,1,Qualifier,0
2021-06-26,Austria,Saudi Arabia,6,0,Friendly,0
2021-06-27,Argentina,Paraguay,5,0,Qualifier,0
2021-06-27,Saudi Arabia,Mexico,1,1,Qualifier,1
2021-06-28,Ivory Coast,New Zealand,2,1,Friendly,0
2021-06-29,Canada,Croatia,0,2,Qualifier,0
2021-06-30,Tunisia,Egypt,2,1,Qualifier,0
2021-06-30,Italy,Mexico,4,2,Friendly,0
2021-07-01,Canada,South Korea,1,1,Qualifier,1
2021-07-02,Tunisia,Costa Rica,2,0,Qualifier,1
2021-07-02,Tunisia,Austria,1,2,Qualifier,1
2021-07-03,Netherlands,Austria,7,0,Qualifier,0
2021-07-04,Belgium,Paraguay,1,1,Friendly,0
2021-07-05,DR Congo,Serbia,1,1,Qualifier,0
2021-07-05,Morocco,South Korea,0,1,Qualifier,0
2021-07-06,Denmark,France,0,2,Qualifier,0
2021-07-07,Iran,Ghana,3,1,Qualifier,0
2021-07-08,Netherlands,Spain,1,0,Friendly,0
2021-07-08,Argentina,South Korea,1,0,Qualifier,0
2021-07-09,Ecuador,Jamaica,5,1,Friendly,0
2021-07-10,Algeria,Nigeria,1,3,Qualifier,0
2021-07-10,Austria,Morocco,1,0,Friendly,0
2021-07-11,Ukraine,Qatar,1,0,Qualifier,1
2021-07-12,Belgium,United States,7,0,Qualifier,0
2021-07-13,South Korea,Uruguay,0,0,Qualifier,0
2021-07-13,New Zealand,England,0,3,Friendly,0
2021-07-14,South Korea,Senegal,2,0,Friendly,0
2021-07-15,Croatia,Ukraine,4,0,Friendly,0
2021-07-16,Colombia,Bolivia,3,1,Qualifier,1
2021-07-16,DR Congo,Portugal,0,2,Qualifier,0
2021-07-17,Germany,Tunisia,1,0,Qualifier,0
2021-07-18,Ghana,Germany,1,2,Friendly,0
2021-07-19,Bolivia,Australia,0,0,Friendly,0
2021-07-19,Turkey,Argentina,2,6,Qualifier,0
2021-07-20,Panama,Cameroon,1,5,Friendly,0
2021-07-21,South Korea,France,1,1,Qualifier,0
2021-07-21,Croatia,Panama,3,0,Qualifier,0
2021-07-22,South Korea,Belgium,2,1,Friendly,0
2021-07-23,Switzerland,Ghana,3,0,Qualifier,0
2021-07-24,Ecuador,Iraq,4,1,Qualifier,0
2021-07-24,Algeria,Germany,1,1,Friendly,0
2021-07-25,DR Congo,Denmark,1,3,Friendly,0
2021-07-26,New Zealand,Qatar,3,4,Friendly,0
2021-07-27,Japan,Nigeria,1,3,Qualifier,1
2021-07-27,South Korea,Australia,3,2,Friendly,0
2021-07-28,Uzbekistan,Germany,1,2,Friendly,0
2021-07-29,Serbia,Paraguay,2,2,Qualifier,0
2021-07-29,Morocco,Switzerland,2,0,Qualifier,0
2021-07-30,Iraq,Austria,1,3,Qualifier,1
2021-07-31,Paraguay,Cameroon,1,0,Qualifier,1
2021-08-01,Ukraine,DR Congo,2,0,Qualifier,0
2021-08-01,Algeria,United States,3,0,Friendly,0
2021-08-02,Uruguay,Colombia,1,1,Friendly,0
2021-08-03,Costa Rica,Uruguay,0,1,Qualifier,0
2021-08-04,Saudi Arabia,Denmark,1,2,Friendly,0
2021-08-04,Jamaica,Belgium,0,1,Friendly,0
2021-08-05,Belgium,Bolivia,4,1,Friendly,0
2021-08-06,Switzerland,Egypt,5,0,Qualifier,0
2021-08-07,Germany,Saudi Arabia,3,2,Friendly,0
2021-08-07,Turkey,Portugal,1,1,Qualifier,0
2021-08-08,Uruguay,South Korea,3,1,Qualifier,0
2021-08-09,Poland,New Zealand,0,0,Friendly,0
2021-08-09,Egypt,Nigeria,1,0,Qualifier,1
2021-08-10,United States,Brazil,2,1,Qualifier,0
2021-08-11,Morocco,Austria,2,0,Qualifier,0
2021-08-12,Cameroon,England,1,1,Qualifier,1
2021-08-12,South Korea,New Zealand,1,1,Friendly,1
2021-08-13,Turkey,Austria,2,0,Friendly,0
2021-08-14,Argentina,Belgium,1,1,Qualifier,0
2021-08-15,Spain,South Korea,5,2,Friendly,0
2021-08-15,Croatia,New Zealand,3,0,Qualifier,1
2021-08-16,Canada,Tunisia,1,1,Friendly,0
2021-08-17,Austria,Nigeria,3,0,Qualifier,0
2021-08-17,Canada,Denmark,2,1,Qualifier,1
2021-08-18,Cameroon,Saudi Arabia,1,1,Friendly,1
2021-08-19,Jamaica,Poland,0,2,Qualifier,0
2021-08-20,France,Qatar,6,0,Qualifier,0
2021-08-20,Netherlands,Morocco,1,0,Qualifier,0
2021-08-21,Ivory Coast,Croatia,1,1,Friendly,0
2021-08-22,Ghana,Netherlands,2,3,Friendly,0
2021-08-23,United States,England,0,3,Friendly,0
2021-08-23,Iran,Qatar,3,1,Friendly,0
2021-08-24,Croatia,Belgium,2,0,Qualifier,0
2021-08-25,Ivory Coast,Australia,0,0,Friendly,0
2021-08-25,Poland,Bolivia,3,0,Qualifier,0
2021-08-26,Austria,Nigeria,2,0,Qualifier,0
2021-08-27,Serbia,Croatia,1,1,Qualifier,0
2021-08-28,France,Netherlands,1,2,Qualifier,0
2021-08-28,Denmark,Jamaica,4,2,Qualifier,0
2021-08-29,Brazil,Bolivia,6,0,Qualifier,0
2021-08-30,United States,Argentina,0,3,Qualifier,1
2021-08-31,Argentina,Jamaica,2,0,Qualifier,0
2021-08-31,Australia,Panama,3,0,Friendly,0
2021-09-01,Mexico,Spain,0,0,Qualifier,1
2021-09-02,Morocco,Netherlands,2,2,Qualifier,0
2021-09-03,Croatia,Argentina,0,0,Qualifier,0
2021-09-03,Colombia,Bolivia,4,0,Friendly,0
2021-09-04,Uzbekistan,Australia,1,1,Qualifier,0
2021-09-05,Paraguay,Netherlands,2,2,Qualifier,1
2021-09-05,Costa Rica,Tunisia,2,2,Qualifier,0
2021-09-06,Portugal,Jamaica,5,0,Friendly,0
2021-09-07,Saudi Arabia,Senegal,1,3,Qualifier,0
2021-09-08,Switzerland,England,0,5,Qualifier,0
2021-09-08,Brazil,Iraq,7,0,Qualifier,1
2021-09-09,Denmark,Germany,0,2,Friendly,1
2021-09-10,Nigeria,New Zealand,1,0,Qualifier,0
2021-09-11,Tunisia,Spain,0,3,Qualifier,1
2021-09-11,Spain,Jamaica,5,0,Qualifier,1
2021-09-12,Morocco,Saudi Arabia,2,0,Qualifier,0
2021-09-13,Poland,Ivory Coast,1,1,Qualifier,0
2021-09-13,United States,Serbia,1,4,Qualifier,0
2021-09-14,Italy,Morocco,1,0,Qualifier,1
2021-09-15,Mexico,Tunisia,1,2,Friendly,1
2021-09-16,Uzbekistan,Costa Rica,2,2,Friendly,0
2021-09-16,Tunisia,Argentina,0,7,Qualifier,0
2021-09-17,United States,Austria,3,0,Qualifier,1
2021-09-18,Panama,Turkey,0,2,Friendly,0
2021-09-19,Qatar,France,3,2,Qualifier,0
2021-09-19,Denmark,Japan,0,2,Friendly,0
2021-09-20,Spain,Morocco,3,0,Qualifier,0
2021-09-21,Nigeria,Jamaica,0,3,Friendly,0
2021-09-21,Iran,Croatia,2,0,Qualifier,0
2021-09-22,Saudi Arabia,DR Congo,1,1,Qualifier,0
2021-09-23,Argentina,Australia,1,0,Qualifier,0
2021-09-24,Brazil,Argentina,2,1,Friendly,1
2021-09-24,England,Ukraine,3,0,Friendly,0
2021-09-25,France,Ecuador,3,1,Qualifier,0
2021-09-26,Switzerland,Iran,3,1,Friendly,0
2021-09-27,Uzbekistan,Portugal,0,7,Friendly,1
2021-09-27,France,Algeria,6,0,Qualifier,1
2021-09-28,Serbia,Switzerland,3,2,Friendly,0
2021-09-29,Senegal,Italy,1,1,Qualifier,0
2021-09-30,Australia,Qatar,0,1,Qualifier,0
2021-09-30,England,Algeria,4,0,Qualifier,0
2021-10-01,Ukraine,Netherlands,0,1,Qualifier,0
2021-10-02,Nigeria,Saudi Arabia,3,2,Qualifier,0
2021-10-02,Brazil,France,3,1,Friendly,0
2021-10-03,Brazil,South Korea,4,3,Friendly,0
2021-10-04,Turkey,South Korea,3,1,Friendly,0
2021-10-05,Uzbekistan,DR Congo,3,0,Friendly,0
2021-10-05,England,Italy,3,1,Friendly,0
2021-10-06,Poland,South Korea,1,2,Qualifier,0
2021-10-07,Croatia,Iran,0,1,Qualifier,0
2021-10-08,Australia,Argentina,2,2,Friendly,0
2021-10-08,Austria,Serbia,3,1,Friendly,0
2021-10-09,Ivory Coast,France,0,0,Friendly,0
2021-10-10,Costa Rica,Ukraine,1,0,Qualifier,0
2021-10-10,Tunisia,Colombia,0,1,Qualifier,0
2021-10-11,Senegal,Morocco,2,0,Friendly,0
2021-10-12,Mexico,Iraq,5,1,Qualifier,1
2021-10-13,Switzerland,Uzbekistan,1,0,Qualifier,0
2021-10-13,Iraq,Algeria,1,1,Qualifier,0
2021-10-14,Saudi Arabia,Panama,2,1,Friendly,1
2021-10-15,Tunisia,Qatar,3,1,Qualifier,0
2021-10-16,Denmark,Switzerland,1,3,Qualifier,0
2021-10-16,Mexico,Austria,7,0,Friendly,0
2021-10-17,Canada,South Korea,1,0,Qualifier,0
2021-10-18,Tunisia,Denmark,0,3,Qualifier,0
2021-10-19,Cameroon,Turkey,5,2,Friendly,0
2021-10-19,Paraguay,Ecuador,2,1,Friendly,1
2021-10-20,Ecuador,Japan,2,0,Friendly,1
2021-10-21,Egypt,Italy,0,1,Friendly,0
2021-10-21,Egypt,Paraguay,2,2,Friendly,1
2021-10-22,Jamaica,Turkey,1,3,Friendly,0
2021-10-23,Morocco,Bolivia,8,0,Friendly,0
2021-10-24,Austria,Iran,3,0,Qualifier,0
2021-10-24,Australia,Iran,1,0,Qualifier,0
2021-10-25,Nigeria,Poland,3,0,Qualifier,0
2021-10-26,Brazil,New Zealand,4,0,Friendly,0
2021-10-27,Canada,Switzerland,1,2,Qualifier,0
2021-10-27,Ivory Coast,Uzbekistan,2,0,Friendly,0
2021-10-28,Germany,Ivory Coast,3,0,Friendly,0
2021-10-29,Ivory Coast,Australia,2,2,Friendly,1
2021-10-29,Brazil,Nigeria,4,0,Qualifier,0
2021-10-30,Jamaica,United States,1,0,Friendly,0
2021-10-31,Panama,New Zealand,2,2,Qualifier,1
2021-11-01,United States,Panama,2,1,Qualifier,0
2021-11-01,Algeria,Ivory Coast,1,2,Qualifier,0
2021-11-02,Brazil,Australia,3,0,Qualifier,1
2021-11-03,Austria,Argentina,1,4,Friendly,0
2021-11-04,Colombia,Canada,2,1,Friendly,1
2021-11-04,Canada,Portugal,1,2,Qualifier,0
2021-11-05,Belgium,England,1,0,Qualifier,0
2021-11-06,Qatar,Senegal,1,2,Friendly,0
2021-11-06,Nigeria,Morocco,2,2,Qualifier,0
2021-11-07,Serbia,England,1,1,Qualifier,0
2021-11-08,Ivory Coast,Ecuador,1,1,Qualifier,0
2021-11-09,Portugal,Croatia,6,3,Qualifier,0
2021-11-09,Jamaica,Morocco,0,2,Qualifier,1
2021-11-10,England,Colombia,2,0,Friendly,0
2021-11-11,Austria,Qatar,2,1,Friendly,0
